academic_year,provider_slug,download_url,bytes
2024-25,plymouth,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/plymouth/grant-data-tables,5475
2024-25,plymouth-marjon-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/plymouth-marjon-university/grant-data-tables,3524
2024-25,portsmouth,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/portsmouth/grant-data-tables,5407
2024-25,queen-mary-university-of-london,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/queen-mary-university-of-london/grant-data-tables,6722
2024-25,ravensbourne-university-london,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/ravensbourne-university-london/grant-data-tables,3456
2024-25,reading,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/reading/grant-data-tables,6116
2024-25,roehampton,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/roehampton/grant-data-tables,4798
2024-25,rose-bruford-college-of-theatre-and-performance,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/rose-bruford-college-of-theatre-and-performance/grant-data-tables,3865
2024-25,royal-academy-of-dramatic-art,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-academy-of-dramatic-art/grant-data-tables,3257
2024-25,royal-academy-of-music,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-academy-of-music/grant-data-tables,3348
2024-25,royal-agricultural-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-agricultural-university/grant-data-tables,3699
2024-25,royal-central-school-of-speech-and-drama,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-central-school-of-speech-and-drama/grant-data-tables,3914
2024-25,royal-college-of-art,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-college-of-art/grant-data-tables,3498
2024-25,royal-college-of-music,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-college-of-music/grant-data-tables,3517
2024-25,royal-holloway-university-of-london,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-holloway-university-of-london/grant-data-tables,6624
2024-25,royal-northern-college-of-music,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-northern-college-of-music/grant-data-tables,3717
2024-25,royal-veterinary-college,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/royal-veterinary-college/grant-data-tables,3644
2024-25,salford,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/salford/grant-data-tables,4612
2024-25,school-of-oriental-and-african-studies,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/school-of-oriental-and-african-studies/grant-data-tables,5656
2024-25,sheffield,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/sheffield/grant-data-tables,6570
2024-25,sheffield-hallam-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/sheffield-hallam-university/grant-data-tables,5585
2024-25,solent-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/solent-university/grant-data-tables,3438
2024-25,southampton,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/southampton/grant-data-tables,6580
2024-25,st-marys-university-twickenham-london,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/st-marys-university-twickenham-london/grant-data-tables,4398
2024-25,staffordshire-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/staffordshire-university/grant-data-tables,4350
2024-25,suffolk,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/suffolk/grant-data-tables,3042
2024-25,sunderland,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/sunderland/grant-data-tables,4226
2024-25,surrey,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/surrey/grant-data-tables,5026
2024-25,sussex,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/sussex/grant-data-tables,6291
2024-25,teesside-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/teesside-university/grant-data-tables,3938
2024-25,the-place,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/the-place/grant-data-tables,2738
2024-25,trinity-laban-conservatoire-of-music-and-dance,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/trinity-laban-conservatoire-of-music-and-dance/grant-data-tables,4128
2024-25,ucl,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/ucl/grant-data-tables,7794
2024-25,uclan,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/uclan/grant-data-tables,5411
2024-25,uea,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/uea/grant-data-tables,5933
2024-25,university-for-the-creative-arts,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/university-for-the-creative-arts/grant-data-tables,3618
2024-25,uwe,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/uwe/grant-data-tables,4693
2024-25,warwick,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/warwick/grant-data-tables,6084
2024-25,west-london,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/west-london/grant-data-tables,4064
2024-25,westminster,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/westminster/grant-data-tables,5199
2024-25,winchester,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/winchester/grant-data-tables,4419
2024-25,wolverhampton,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/wolverhampton/grant-data-tables,5303
2024-25,worcester,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/worcester/grant-data-tables,4376
2024-25,york,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/york/grant-data-tables,6104
2024-25,york-st-john-university,https://funding.re.ukri.org/files/download/grant-data-tables-2024-to-2025/york-st-john-university/grant-data-tables,4593
